FEEDER,CAPACITY
MF64,10974.0
MF65,10673.8
MF66,10724.6
MF67,11000.0
MH34,5500.0
MH35,0.0
MH36,4388.9
MH37,0.0
MH38,132.3
MH39,0.0
MH40,5400.0
MH41,4370.0
MH49,5500.0
MI21,5500.0
MI22,5500.0
MI23,5500.0
MI24,5500.0
MI25,5500.0
MI26,5500.0
MI27,5500.0
MI28,5500.0
MI29,5500.0
MI30,5313.8
MI31,5500.0
MI32,5500.0
MI33,5500.0
MI34,5500.0
MI35,5500.0
MI61,10750.9
MI62,11000.0
MI63,11000.0
MI64,11000.0
MI65,11000.0
MI66,11000.0
MI67,11000.0
MI68,11000.0
MI69,11000.0
MI70,11000.0
MI71,11000.0
MI72,11000.0
MI73,10746.2
MI74,11000.0
MJ61,10776.3
MJ62,10968.7
MJ63,10559.0
MJ65,10081.9
MJ66,10994.5
MJ69,10982.0
MJ71,10750.1
MJ72,10972.0
MJ73,10959.2
MJ75,11000.0
MJ76,10414.4
MJ78,11000.0
MK20,4160.0
MK21,5500.0
MK22,0.0
MK23,4620.2
MK24,4802.6
MK25,5442.0
MK26,3940.3
MK27,4192.5
MK28,5036.0
MK29,3050.2
MK30,4968.0
MK31,5500.0
MK32,4543.9
MK33,4489.7
MK34,3354.4
MK35,680.0
MK36,1785.9
MK37,4910.0
MK38,5005.0
MK39,5206.0
MK40,0.0
MK41,4000.0
MK42,5052.8
MK43,5500.0
MK44,1360.0
MK45,683.6
MK46,5417.8
MK47,5113.6
MK48,4213.5
MK49,5436.3
ML21,4518.6
ML22,4534.9
ML23,5374.0
ML24,4432.7
ML25,4596.0
ML26,3855.7
ML27,4142.1
ML28,0.0
ML29,5405.9
ML30,5429.0
ML31,4793.5
ML32,4551.6
ML33,5252.6
ML34,5182.8
ML35,3740.0
ML36,4890.9
ML37,5180.9
ML38,5143.1
ML39,2290.0
ML40,5452.0
ML41,5461.8
ML42,5384.0
ML43,5101.9
ML44,0.0
MM5A,10867.7
MM5B,10900.0
MM66,11000.0
MM67,10173.2
MM68,11000.0
MM69,11000.0
MM70,10964.6
MM71,10808.4
MM73,10983.7
MM74,10259.2
MM75,11000.0
MM76,11000.0
MM77,11000.0
MM78,11000.0
MN50,10824.0
MN51,10967.3
MN52,10995.7
MN53,11000.0
MN54,10980.4
MN55,10968.7
MN56,11000.0
MN57,10919.8
MN58,10955.4
MN59,11000.0
MN60,11000.0
MN61,9803.2
MN62,9991.5
MN63,10986.3
MN64,11000.0
MN65,10983.0
MP21,4019.6
MP22,1220.0
MP23,5500.0
MP24,4043.6
MP25,3950.0
MP26,5500.0
MP27,3541.7
MP28,2160.0
MP29,5490.4
MP30,4669.6
MP31,5308.5
MP32,1180.0
MP34,5500.0
MP35,5324.3
MP36,3540.1
MP37,5500.0
MP38,5500.0
MP39,60.0
MP40,5442.2
MQ50,11000.0
MQ52,10067.6
MQ53,10548.3
MQ54,9295.8
MQ55,11000.0
MQ56,9646.1
MQ58,10889.3
MQ65,10613.6
MQ66,11000.0
MQ67,9710.8
MQ68,8246.4
MQ69,11000.0
MQ6A,11000.0
MQ73,10624.9
MQ75,11000.0
MR30,5448.5
MR61,10974.2
MR62,11000.0
MR63,9311.8
MR64,0.0
MR65,10445.4
MR66,9514.9
MS21,5500.0
MS22,5400.8
MS23,5411.9
MS24,5500.0
MS25,5500.0
MS26,5500.0
MS27,4959.3
MS28,5500.0
MS29,5500.0
