ROWNUM, X, Y, FEEDER
1769,319604,2780444.4879999999,CM27
1770,319648.701,2779293.9240000001,CM27
1771,317107.65600000002,2780721.4350000001,CM27
1772,321390.95000000001,2780409.213,CM27
1773,319400.359,2781911.872,CM27
1774,316837.96100000001,2780802.2880000002,CM27
1775,321144.75799999997,2780348.7880000002,CM27
1776,317857.20500000002,2781257.3790000002,CM27
1777,316461.55900000001,2781476.8659999999,CM27
1778,318676.59000000003,2778518.2450000001,CM27
1779,319298.91100000002,2780151.9350000001,CM27
1780,319056.18900000001,2779467.3319999999,CM27
1781,316193.99099999998,2782437.5070000002,CM27
1782,316248.13,2781868.3700000001,CM27
1783,318451.15600000002,2778384.7340000002,CM27
1784,319605.10100000002,2780458.085,CM27
1785,315845.09600000002,2781982.108,CM27
1786,319342.26299999998,2782048.3840000001,CM27
1787,319437.02600000001,2780267.662,CM27
1788,317620.43900000001,2780131.7400000002,CM27
1789,318134.66999999998,2777941.9750000001,CM27
1790,317462.261,2779895.3900000001,CM27
1791,321020.68699999998,2780304.0800000001,CM27
1792,317184.08799999999,2780603.0690000001,CM27
1793,320756.21600000001,2778124.0210000002,CM27
1794,319326.57199999999,2777791.5060000001,CM27
1795,317105.54100000003,2780684.0639999998,CM27
1796,319071.42099999997,2780616.2340000002,CM27
1797,319236.22200000001,2782181.767,CM27
1798,318871.38,2778323.8500000001,CM27
1799,321004.696,2778173.71,CM27
1800,319369.83199999999,2778706.898,CM27
1801,316911.98700000002,2781577.673,CM27
1802,321326.891,2777395.7009999999,CM27
1803,318521.33600000001,2780820.6899999999,CM27
1804,319014.42599999998,2778844.3599999999,CM27
1805,318782.41100000002,2779528.4070000001,CM27
1806,320708.005,2778242.2680000002,CM27
1807,319719.00300000003,2779947.497,CM27
1808,318471.27100000001,2778442.568,CM27
1809,319187.40000000002,2780578.8730000001,CM27
1810,318380,2780890,CM27
1811,321491.81099999999,2777423.6609999998,CM27
1812,316591.04700000002,2782238.4240000001,CM27
1813,321002.21000000002,2777529.5460000001,CM27
1814,319168.397,2782245.1290000002,CM27
1815,318354.266,2781073.469,CM27
1816,316741.446,2780817.4959999998,CM27
1817,317850.66700000002,2781399.659,CM27
1818,316213.70699999999,2782061.9980000001,CM27
1819,319444.64399999997,2780510.8399999999,CM27
1820,319309.95899999997,2777470.1290000002,CM27
1821,318100.38699999999,2778645.5440000002,CM27
1822,318970.57799999998,2780107.5559999999,CM27
1823,316390.88400000002,2782094.1260000002,CM27
1824,318844.85600000003,2778251.5550000002,CM27
1825,318934.31099999999,2778272.5,CM27
1826,319836.67499999999,2779244.2779999999,CM27
1827,316380.84399999998,2781829.9849999999,CM27
1828,318413.21000000002,2781838.5189999999,CM27
1829,319458.82799999998,2779012.3130000001,CM27
1830,319428.43800000002,2777711.8659999999,CM27
1831,318006.26799999998,2778727.6889999998,CM27
1832,318628.66399999999,2780337.7409999999,CM27
1833,318586.484,2778509.4350000001,CM27
1834,316224.478,2782134.1069999998,CM27
1835,321585.35700000002,2777448.3999999999,CM27
1836,318927.576,2777873.6030000001,CM27
1837,320204.17200000002,2779481.753,CM27
1838,317676.56,2779722.3560000001,CM27
1839,319493.59600000002,2779215.5699999998,CM27
1840,320886.02100000001,2780352.4720000001,CM27
1841,317506.978,2780131.9750000001,CM27
1842,318891.81099999999,2777836.2459999998,CM27
1843,315355.83899999998,2782014.0060000001,CM27
1844,319148.65999999997,2780835.665,CM27
1845,319204.61300000001,2779103.0899999999,CM27
1846,318507.59999999998,2780913.8500000001,CM27
1847,319062.69799999997,2782259.108,CM27
1848,318532.25599999999,2778485.895,CM27
1849,318455.614,2778293.3110000002,CM27
1850,318744.70400000003,2782294.514,CM27
1851,316452.00199999998,2781673.2790000001,CM27
1852,318762.114,2780768.2179999999,CM27
1853,318860.609,2778688.3909999998,CM27
1854,320804.77100000001,2779895.551,CM27
1855,316706.45199999999,2781567.1880000001,CM27
1856,317210.08399999997,2780593.4010000001,CM27
1857,319755.66999999998,2779873.5520000001,CM27
1858,316838.098,2781383.6370000001,CM27
1859,319339.13799999998,2779074.5350000001,CM27
1860,320255.54100000003,2778957.9939999999,CM27
1861,317102.196,2780843.861,CM27
1862,317861.56800000003,2780638.2080000001,CM27
1863,316564.36099999998,2782129.5720000002,CM27
1864,320102.81599999999,2778728.003,CM27
1865,317825.413,2779085.1570000001,CM27
1866,316937.82299999997,2781792.9449999998,CM27
1867,321018.95899999997,2780171.736,CM27
1868,318203.67499999999,2777895.7590000001,CM27
1869,317921.859,2781671.017,CM27
1870,317541.91200000001,2780335.0219999999,CM27
1871,316783.54399999999,2780683.7650000001,CM27
1872,318636.88199999998,2780841.7940000002,CM27
1873,319091.52500000002,2779122.895,CM27
1874,320744.41600000003,2779397.665,CM27
1875,318702.81,2778934.4759999998,CM27
1876,321524.75199999998,2780424.344,CM27
1877,319507.946,2780089.534,CM27
1878,321537.90500000003,2777375.7340000002,CM27
1879,317919.69799999997,2780624.372,CM27
1880,317673.5,2780022.2039999999,CM27
1881,318623.315,2778460.5249999999,CM27
1882,321666.272,2780466.5950000002,CM27
1883,316732.91899999999,2780755.355,CM27
1884,318901.33600000001,2778875.557,CM27
1885,316612.337,2781628.5959999999,CM27
1886,316794.40100000001,2781466.4890000001,CM27
1887,319369.53899999999,2781184.639,CM27
1888,319588.23499999999,2779102.3059999999,CM27
1889,317784.37900000002,2779613.7089999998,CM27
1890,318975.98200000002,2777764.1740000001,CM27
1891,319943.36099999998,2779155.355,CM27
1892,321056.37699999998,2777412.4040000001,CM27
1893,319271.755,2780524.676,CM27
1894,318420.08799999999,2781001.8909999998,CM27
1895,318547.67200000002,2778373.9380000001,CM27
1896,321184.25300000003,2777023.4550000001,CM28
1897,321555.84700000001,2777040.182,CM28
1898,320927.065,2776910.8670000001,CM28
1899,321002.45199999999,2776952.2740000002,CM28
1900,321312.44799999997,2777063.844,CM28
1901,321777.652,2777364.0320000001,CM28
1902,321654.56,2777231.8560000001,CM28
1903,321286.05200000003,2777019.676,CM28
1904,321108.364,2776996.3369999998,CM28
1905,321453.37199999997,2777094.9330000002,CM28
1906,321545.76000000001,2777190.1379999998,CM28
1907,321112.95299999998,2777010.7409999999,CM28
1908,321215.73200000002,2777131.3330000001,CM28
1909,322196.88900000002,2779695.3599999999,CM29
1910,322102.14399999997,2779631.2280000001,CM29
1911,322237.72499999998,2779844.622,CM29
1912,322626.66999999998,2778759.9130000002,CM29
1913,322886.35399999999,2778355.9610000001,CM29
1914,322293.16399999999,2777943.6919999998,CM29
1915,322362.022,2778693.4950000001,CM29
1916,322414.06800000003,2778618.48,CM29
1917,322596.76899999997,2778697.9380000001,CM29
1918,322463.12699999998,2778389.4580000001,CM29
1919,322477.54999999999,2778120.8420000002,CM29
1920,321975.05200000003,2779869.1719999998,CM29
