FEEDER,CAPACITY
HU25,5460.8
HU31,5500.0
HU32,5243.0
HU33,0.0
HU34,0.0
HU35,5068.6
HV20,5500.0
HV21,5371.5
HV22,5286.5
HV23,5484.1
HV24,5355.0
HV25,5332.0
HV26,5469.3
HV27,5421.3
HV28,5389.8
HV29,5500.0
HV30,4618.7
HV31,5480.5
HV32,5320.1
HV33,5437.5
HV34,5471.0
HV35,5463.3
HV36,5500.0
HV37,5427.4
HV38,4823.7
HV39,5492.6
HW20,5500.0
HW21,5500.0
HW22,4999.6
HW23,4746.9
HW24,4551.6
HW25,4883.9
HW26,4553.3
HW27,5500.0
HW28,4637.7
HW29,5243.4
HW30,3480.7
HW31,5500.0
HW32,5500.0
HW33,5500.0
HW34,5400.0
HW35,5201.0
HW36,5082.4
HW37,5400.0
HW38,5500.0
HW39,4741.9
HW71,11000.0
HW72,11000.0
HW73,10914.1
HW74,10954.6
HW75,10582.4
HW76,11000.0
HW77,8740.0
HW78,11000.0
HX20,5330.0
HX21,5500.0
HX22,5166.2
HX23,5421.3
HX24,5400.6
HX25,5386.8
HX26,5500.0
HX27,5435.0
HX28,5500.0
HX29,5450.3
HX35,5500.0
HX36,5400.0
HX37,5487.6
HX39,5300.0
HX60,10963.6
HX61,10669.2
HX62,10725.3
HX63,10065.2
HX71,10700.7
HX72,10719.2
HX73,10500.4
HX74,10791.0
HX75,10902.4
HX76,10780.2
HX77,11000.0
HX78,9662.4
HY21,5097.9
HY22,5382.1
HY23,5215.6
HY24,5403.0
HY25,1000.0
HY31,4806.9
HY32,4926.8
HY33,5500.0
HY34,5500.0
HY35,1610.0
HY50,11000.0
HY51,11000.0
HY52,11000.0
HY53,10985.7
HY54,11000.0
HY60,10078.2
HY61,11000.0
HY62,11000.0
HY63,11000.0
HY64,11000.0
HY71,11000.0
HY72,10202.7
HY73,10683.0
HY75,10979.0
HY76,10752.8
HY77,10100.6
HY78,10900.3
HY7A,11000.0
HZ21,4825.9
HZ22,2203.5
HZ23,3790.0
HZ24,5500.0
HZ25,4861.8
HZ31,5500.0
HZ32,5383.3
HZ33,5381.6
HZ34,5485.0
