FEEDER,CAPACITY
﻿KU54,10139.7
﻿KU55,10542.0
﻿KU56,10504.4
﻿KU57,7927.1
﻿KU58,11000.0
﻿KU61,4933.0
﻿KU62,10861.0
﻿KU64,11000.0
﻿KU65,10895.9
﻿KU66,6471.0
﻿KU67,0.0
﻿KU68,11000.0
﻿KU71,8734.8
﻿KU72,10628.8
﻿KU73,9098.7
﻿KU74,10655.0
﻿KU75,9772.6
﻿KU76,7584.6
﻿KU78,10806.7
﻿KV21,5240.1
﻿KV22,5452.0
﻿KV23,5190.6
﻿KV24,4672.4
﻿KV25,5164.9
﻿KV26,5440.0
﻿KV27,5285.9
﻿KV28,5323.6
﻿KV29,2170.3
﻿KV30,4362.9
﻿KV31,4848.6
﻿KV32,4829.1
﻿KV33,5482.2
﻿KV34,4858.0
﻿KV71,10785.4
﻿KV72,10440.9
﻿KV73,10657.4
﻿KV74,10858.3
﻿KV75,10354.9
﻿KV76,10016.0
﻿KW21,5400.2
﻿KW22,4681.2
﻿KW23,5391.0
﻿KW24,0.0
﻿KW25,440.0
﻿KW26,5343.2
﻿KW27,4831.0
﻿KW28,5470.2
﻿KW29,4375.8
﻿KW30,4553.3
﻿KW31,4872.8
﻿KW32,5500.0
﻿KW33,5500.0
﻿KW34,5480.2
﻿KW35,4259.3
﻿KX21,0.0
﻿KX22,5500.0
﻿KX23,0.0
﻿KX31,3230.8
﻿KX32,5367.5
﻿KX33,0.0
﻿KY21,5490.5
﻿KY22,3569.0
﻿KY23,0.0
﻿KY24,2802.1
﻿KY25,5384.7
﻿KY26,5349.0
﻿KY27,5487.8
﻿KY28,5461.8
﻿KY29,3831.5
﻿KY30,1160.0
﻿KY31,5195.7
﻿KY32,5422.0
﻿KY33,4701.9
﻿KY34,4953.5
﻿KY35,4417.5
﻿KY36,5091.6
﻿KY37,3220.0
﻿KY38,3729.3
﻿KY39,4840.0
﻿KY40,0.0
﻿KZ21,5239.8
﻿KZ22,5315.4
﻿KZ24,5401.4
﻿KZ25,5450.4
﻿KZ26,5209.9
﻿KZ27,4890.0
﻿KZ28,5324.3
﻿KZ29,5500.0
﻿KZ31,4233.3
﻿KZ32,5455.9
﻿KZ33,5384.1
﻿KZ34,5421.4
﻿KZ35,4056.6
﻿VA21,1683.2
﻿VA22,0.0
﻿VA23,2866.5
﻿VA25,0.0
﻿VA26,2652.3
﻿VA27,4006.0
﻿VA30,127.9
﻿VA31,746.6
﻿VA32,0.0
﻿VA33,3595.7
﻿VA34,4201.5
﻿VA35,0.0
﻿VB22,3259.3
﻿VB23,0.0
﻿VB25,0.0
﻿VB26,0.0
﻿VB28,0.0
﻿VB29,2530.3
﻿VC31,0.0
﻿VC32,0.0
﻿VC33,2770.0
﻿VC34,3709.7
﻿VC35,4689.3
﻿VC36,4911.0
﻿VC37,0.0
﻿VC38,4813.5
﻿VC39,4566.6
﻿VC40,0.0
﻿VC61,6296.9
﻿VC62,9348.1
﻿VC63,9170.9
﻿VC64,6995.0
﻿VC65,9550.8
﻿VC66,9614.7
﻿VC67,9856.9
﻿VC68,9994.0
﻿VC69,2976.4
﻿VC70,8909.0
﻿VD23,0.0
﻿VD24,0.0
﻿VD28,1298.3
﻿VD30,0.0
﻿VD31,3845.2
﻿VE21,0.0
﻿VE22,4200.1
﻿VE23,3729.0
﻿VE26,0.0
﻿VE27,0.0
﻿VE29,0.0
﻿VE30,0.0
﻿VE31,5000.0
﻿VE33,2567.3
﻿VE34,0.0
﻿VE35,1210.0
﻿VF21,4195.4
﻿VF22,3827.9
﻿VF24,2930.3
﻿VF25,4594.2
﻿VF26,4632.7
﻿VF27,0.0
﻿VF28,4310.3
﻿VF29,5000.0
﻿VF30,3695.9
﻿VF31,4561.6
﻿VF33,4698.6
﻿VF34,0.0
﻿VF35,0.0
﻿VG22,4539.5
﻿VG23,0.0
﻿VG24,3988.1
﻿VG25,4013.5
﻿VG26,0.0
﻿VG27,2107.5
﻿VG28,0.0
﻿VG29,3668.3
﻿VG30,4049.1
﻿VG31,4787.8
﻿VG32,4562.2
﻿VG33,3196.5
﻿VG34,4766.0
﻿VG35,4530.8
﻿VH21,3107.8
﻿VH23,4504.0
﻿VH24,1113.8
﻿VH25,3840.9
﻿VH26,4189.0
﻿VH27,3774.6
﻿VH28,5000.0
﻿VH29,4378.7
﻿VH30,3937.6
﻿VH31,881.8
﻿VH33,4876.2
﻿VH34,4681.3
﻿VH35,3901.4
﻿VH43,0.0
﻿VH44,0.0
﻿VI22,2668.1
﻿VI23,0.0
﻿VI25,1000.8
﻿VI30,0.0
﻿VI31,0.0
﻿VI32,1010.0
﻿VI33,0.0
﻿VI34,0.0
﻿VI35,0.0
﻿VJ23,2020.0
﻿VJ32,0.0
﻿VJ33,0.0
﻿VJ34,0.0
﻿VJ35,110.0
﻿VJ51,8391.3
﻿VJ52,9951.7
﻿VJ53,9200.1
﻿VJ54,7205.6
﻿VJ55,0.0
﻿VJ56,9303.1
﻿VJ57,7444.8
﻿VJ58,10000.0
﻿VJ59,6728.1
﻿VK23,0.0
﻿VK26,610.0
﻿VK30,0.0
﻿VK51,9447.1
﻿VK52,4894.3
﻿VK55,9461.5
﻿VK56,9970.4
﻿VK57,8940.3
﻿VK60,0.0
