FEEDER,CAPACITY
﻿EV09,5022.7
﻿EV10,5303.0
﻿EV11,5400.0
﻿EV12,5500.0
﻿EV13,5500.0
﻿EV14,5481.0
﻿EV15,5500.0
﻿EV16,5500.0
﻿EV17,5500.0
﻿EV19,4998.0
﻿EV21,5500.0
﻿EV22,5480.2
﻿EV23,5500.0
﻿EV25,5500.0
﻿EV26,5500.0
﻿EV27,5182.2
﻿EV28,5500.0
﻿EV29,5205.7
﻿EV30,4687.9
﻿EV31,5416.2
﻿EW21,5460.2
﻿EW22,5403.5
﻿EW23,5257.0
﻿EW25,5182.1
﻿EW26,5466.6
﻿EW27,5390.0
﻿EW28,5264.4
﻿EW29,5072.7
﻿EW30,5447.1
﻿EW31,5489.2
﻿EW32,5480.2
﻿EW33,4207.8
﻿EW34,5406.9
﻿EW35,3918.6
﻿EW37,5462.2
﻿EW38,5260.0
﻿EW39,5169.3
﻿EW40,3480.0
﻿EW41,5146.7
﻿EX21,5037.3
﻿EX22,4968.5
﻿EX23,1268.8
﻿EX25,4308.4
﻿EX26,5201.0
﻿EX32,483.4
﻿EX33,2949.6
﻿EX34,5102.0
﻿EX35,3944.8
﻿EX36,430.0
﻿EY21,5476.7
﻿EY22,5048.8
﻿EY23,5500.0
﻿EY25,5500.0
﻿EY26,5500.0
﻿EY27,3851.3
﻿EY30,5389.4
﻿EY31,5214.8
﻿EY34,5440.5
﻿EY35,5366.7
﻿EY36,5500.0
﻿EY37,5500.0
﻿EY38,5446.6
﻿EY44,5500.0
﻿EY46,5500.0
﻿EZ25,3375.7
﻿EZ26,3586.2
﻿EZ27,5143.0
﻿EZ28,5436.4
﻿EZ29,3707.2
﻿EZ30,5500.0
﻿EZ31,5356.0
﻿EZ32,5500.0
﻿EZ33,5305.6
﻿EZ34,5059.2
﻿EZ35,5363.3
﻿EZ36,5482.8
﻿EZ37,2690.0
﻿EZ38,5287.5
﻿EZ39,5500.0
﻿EZ40,5500.0
﻿EZ41,5500.0
﻿EZ42,4922.6
﻿EZ43,5065.3
﻿EZ44,5500.0
﻿EZ52,10500.1
﻿EZ53,11000.0
﻿EZ54,10495.9
﻿OA01,5466.0
﻿OA21,5402.2
﻿OA22,5500.0
﻿OA23,5362.7
﻿OA24,4877.7
﻿OA25,5500.0
﻿OA36,5500.0
﻿OA37,5137.3
﻿OA38,5319.0
﻿OA40,5431.2
﻿OA41,4417.7
﻿OA42,5483.7
﻿OA43,3257.2
﻿OA44,5208.1
﻿OA45,5493.8
﻿OA46,5500.0
﻿OA47,5500.0
﻿OA48,5219.7
﻿OA49,5500.0
﻿OA61,11000.0
﻿OA62,10957.9
﻿OA63,10518.2
﻿OA71,11000.0
﻿OA72,11000.0
﻿OA73,11000.0
﻿OB21,5339.4
﻿OB22,5492.0
﻿OB23,5500.0
﻿OB24,2910.6
﻿OB25,5336.5
﻿OB27,4330.4
﻿OB28,5062.8
﻿OB29,5004.3
﻿OB30,5000.2
﻿OB32,5500.0
﻿OB34,5500.0
﻿OB36,5500.0
﻿OB37,5500.0
﻿OB38,5500.0
﻿OB39,5170.6
﻿OB40,5500.0
﻿OB41,5500.0
﻿OB42,5441.0
﻿OB44,5500.0
﻿OB45,5500.0
﻿OB48,5500.0
﻿OB5A,10977.7
﻿OB5B,11000.0
﻿OB5C,11000.0
﻿OB5D,10779.3
﻿OB5E,11000.0
﻿OB5F,10122.2
﻿OB5G,11000.0
﻿OC21,5500.0
﻿OC22,5500.0
﻿OC23,5500.0
﻿OC24,5500.0
﻿OC25,5500.0
﻿OC26,5500.0
﻿OC27,5420.8
﻿OC28,5500.0
﻿OC29,5203.6
﻿OC30,5500.0
﻿OC5A,11000.0
﻿OC5B,11000.0
﻿OC5C,10900.0
﻿OC5D,11000.0
﻿OC5F,11000.0
﻿OC5G,10059.4
﻿OC5H,11000.0
﻿OC62,10593.2
﻿OC63,10791.3
﻿OC64,11000.0
﻿OC65,11000.0
﻿OC66,10792.7
﻿OC67,10133.0
﻿OC72,10797.9
﻿OC73,11000.0
﻿OC74,10854.5
﻿OC75,11000.0
﻿OC76,11000.0
﻿OC77,10500.5
﻿OC78,11000.0
﻿OD21,3942.3
﻿OD22,0.0
﻿OD23,5491.0
﻿OD24,4182.5
﻿OD25,5500.0
﻿OD26,2850.0
﻿OD31,5109.4
﻿OD32,5336.8
﻿OD33,3800.8
﻿OD34,5500.0
﻿OD36,5500.0
﻿OD38,5500.0
﻿OD41,1200.0
﻿OD42,410.0
﻿OD43,5500.0
﻿OD44,5400.2
﻿OD45,390.0
﻿OD46,4188.6
﻿OD47,4870.0
﻿OD48,1900.0
﻿OD49,3238.4
﻿OE21,4644.3
﻿OE22,1939.5
﻿OE23,4006.0
﻿OE25,5386.2
﻿OE26,5356.6
﻿OE27,5500.0
﻿OE28,5500.0
﻿OE29,5500.0
﻿OE30,5500.0
﻿OE31,5500.0
﻿OE32,5469.0
﻿OE33,5390.5
﻿OE34,5046.6
﻿OE35,5500.0
﻿OE36,5500.0
﻿OG21,3012.8
﻿OG22,4265.6
﻿OG23,5024.5
﻿OG24,3630.0
﻿OG25,240.0
﻿OG26,4505.1
﻿OG27,3052.8
﻿OG28,2400.0
﻿OG29,4200.0
﻿OG30,0.0
﻿OG51,9687.2
﻿OG52,11000.0
﻿OG53,6332.2
﻿OG54,7592.7
﻿OG61,10063.1
﻿OG63,11000.0
﻿OG64,10168.6
﻿OH34,0.0
﻿OH35,5007.5
﻿OH36,5400.0
﻿OH37,4440.0
﻿OH38,1804.5
﻿OH39,5250.5
﻿OH40,5500.0
﻿OH41,5482.0
﻿OH42,3225.2
﻿OH63,10511.0
﻿OH64,11000.0
﻿OH65,11000.0
﻿OH66,11000.0
﻿OH67,9708.4
﻿OH68,10650.9
﻿OI21,5500.0
﻿OI22,4171.2
﻿OI23,5500.0
﻿OI25,4111.9
﻿OI26,0.0
﻿OI27,5443.5
﻿OI28,5500.0
﻿OI29,5500.0
﻿OI30,610.0
﻿OI31,0.0
﻿OI32,4187.6
﻿OI33,3230.0
﻿OI34,5500.0
﻿OI35,2737.7
﻿OJ21,5489.7
﻿OJ22,5215.0
﻿OJ23,5393.0
﻿OJ25,4164.1
﻿OJ31,5482.5
﻿OJ32,4500.4
﻿OJ33,5458.9
﻿OJ34,5500.0
﻿OJ35,5500.0
﻿OJ51,10759.4
﻿OJ52,5647.7
﻿OJ53,11000.0
﻿OJ54,7973.8
﻿OJ55,8578.4
﻿OJ56,10985.8
﻿OJ57,11000.0
﻿OJ58,7100.8
﻿OJ60,10525.5
﻿OJ61,11000.0
﻿OJ62,11000.0
﻿OJ63,10975.0
﻿OJ64,10905.6
﻿OJ70,8010.0
﻿OJ71,11000.0
﻿OJ74,10893.2
﻿OK21,5490.8
﻿OK22,5500.0
﻿OK23,5219.6
﻿OK24,3938.0
﻿OK25,5493.2
﻿OK26,4930.8
﻿OK27,5250.9
﻿OK29,0.0
﻿OK30,4805.1
﻿OK32,5500.0
﻿OK35,3140.0
﻿OK36,5500.0
﻿OK37,5217.6
﻿OK38,5500.0
﻿OK39,5424.2
﻿OK40,5500.0
﻿OK51,10778.0
﻿OK52,10710.5
﻿OK53,1131.7
﻿OK54,11000.0
﻿OK55,10764.7
﻿OK56,10916.3
﻿OL51,11000.0
﻿OL52,9001.0
﻿OL53,9349.5
﻿OL54,9105.5
﻿OL55,6577.7
﻿OL56,10357.2
﻿OL57,11000.0
﻿OL58,11000.0
﻿OL59,10899.9
﻿OL60,8012.4
﻿OL61,10235.9
﻿OL62,10349.4
﻿OL65,10584.7
﻿OL66,10246.4
﻿OL67,10202.8
﻿OL68,9808.6
﻿OL69,7500.8
﻿ON23,5390.6
﻿ON24,5104.7
﻿ON25,5500.0
﻿ON26,5414.1
﻿ON27,5442.6
﻿ON28,5382.5
﻿ON29,5492.7
﻿ON30,5117.4
﻿ON51,10980.2
﻿ON52,11000.0
﻿ON53,11000.0
﻿ON54,9997.1
﻿ON55,11000.0
﻿ON56,11000.0
﻿ON57,10415.9
﻿ON58,10711.7
﻿ON59,11000.0
﻿ON60,11000.0
﻿ON61,10506.6
﻿ON62,10789.0
﻿ON63,10744.5
﻿ON64,11000.0
﻿ON65,10903.3
﻿ON66,11000.0
﻿ON67,11000.0
﻿ON68,10934.4
﻿OO51,10902.8
﻿OO52,11000.0
﻿OO53,11000.0
﻿OO54,10927.5
﻿OO55,10891.2
﻿OO56,11000.0
﻿OO57,10852.2
﻿OO58,11000.0
﻿OO60,10054.7
﻿OP21,5500.0
﻿OP22,3994.1
﻿OP23,5473.6
﻿OP24,5175.0
﻿OP25,2252.3
﻿OP26,5084.8
﻿OP27,5119.2
﻿OP28,4040.0
﻿OP29,3084.8
﻿OP30,4750.8
﻿OP31,2940.0
﻿OP32,4970.0
﻿OP33,5500.0
﻿OP34,5500.0
﻿OP35,4319.4
﻿OP36,5479.2
﻿OP37,0.0
﻿OP38,5305.8
﻿OP39,4179.1
﻿OP40,4250.0
